Query_ID,Query,Response A,Response B
CLIN-EVAL-16,Can peripheral nerve blocks be safely used in outpatient settings?,"Yes. Peripheral nerve blocks (PNBs) can be safely used in outpatient settings. Evidence supports their use for perioperative pain control, ED management of injuries, and even radicular pain, with a low complication profile.

- **Safety profile:** PNBs have a low rate of complications and can be administered safely (Doc 3). Nerve injury is rare and usually not permanent (Doc 4).
- **Outpatient applications:**
  - **Upper extremity surgery:** Improves postoperative pain, patient satisfaction, and decreases hospital stays and costs (Doc 3).
  - **Emergency department:** Effective for injury management without procedural sedation; high success rate with low complications (Doc 2). Case report of successful ultrasound-guided sciatic nerve block for sciatica with same-day discharge (Doc 5).
  - **Pediatric setting:** Effective with modifications for age/weight; widely accepted under general anesthesia or deep sedation in children (Doc 2, Doc 4).
- **Technical considerations:** Ultrasound guidance is increasingly used and recommended for standardization (Doc 1, Doc 2). The risk of nerve injury from performing blocks under general anesthesia is debated but not proven to be higher; this practice is accepted in children and uncooperative adults (Doc 4).

**Gap:** No retrieved evidence specifically addresses the safety of PNBs in outpatient settings for patients on anticoagulation or with specific comorbidities (e.g., infection at site, pre-existing neuropathy).

Used: Doc2, Doc3, Doc4, Doc5
Not used: Doc1 — focuses on standardizing technique for upper extremity blocks, not directly on outpatient safety.","Yes. Peripheral nerve blocks can be safely used in outpatient settings.

- **Safety profile**: Low complication rate, low risk of systemic toxicity, and nerve injury is rare and usually not permanent (Doc 1, Doc 3, Doc 4, Doc 5).
- **Outpatient benefits**: Improved postoperative pain control, patient satisfaction, decreased hospital stays, and reduced costs (Doc 1).
- **Technique**: Ultrasound guidance is common but not required for distal blocks; landmark techniques are also safe (Doc 2, Doc 3, Doc 5).
- **Pediatric use**: Effective with modifications for age/weight; blocks under general anesthesia or deep sedation are widely accepted in children and uncooperative adults (Doc 3, Doc 4).
- **Controversy**: Performing blocks under general anesthesia vs. awake/lightly sedated remains practitioner-dependent; no strong evidence favors one approach (Doc 4).

Used: Doc1, Doc3, Doc4, Doc5
Not used: Doc2 — focuses on standardization of ultrasound-guided technique, not directly on outpatient safety."
CLIN-EVAL-17,What are the guidelines on multimodal analgesia in the ERAS protocol?,"**ERAS Multimodal Analgesia Guidelines**

- **Core principle:** Use ≥2 analgesic modalities to achieve effective pain control while minimizing opioid-related adverse effects (sedation, PONV, ileus, respiratory depression) [Doc1].
- **Pharmacologic components:**
  - Non-opioids: acetaminophen, NSAIDs, NMDA antagonists (ketamine), gabapentinoids, alpha-2 agonists, glucocorticoids, capsaicin [Doc1].
  - Regional techniques: neuraxial blocks, peripheral nerve blocks, surgical-site infiltration [Doc1, Doc5].
  - Opioids reserved as rescue or for breakthrough pain [Doc1].
- **Non-pharmacologic adjuncts:** acupuncture, TENS, music therapy, hypnosis — mixed evidence, no harm [Doc1].
- **Implementation:** Requires multidisciplinary team (surgery, anesthesia, nursing, pharmacy) with defined roles and protocols [Doc4, Doc5].
- **Outpatient evidence:** Preoperative education + multimodal pain control + intraoperative block reduced PACU OME consumption (23.3→16.6 mg) and discharge opioid prescriptions (216→126.4 OME) without increased complications [Doc2].
- **Procedure-specific:** ERAS in pancreaticoduodenectomy allowed early NGT removal, oral diet, and discharge by POD6 with low complication rates [Doc3].

**Gap:** No retrieved evidence specifies exact dosing, timing, or duration for individual multimodal agents within ERAS protocols.

Used: Doc1, Doc2, Doc4, Doc5
Not used: Doc3 — describes ERAS outcomes for pancreaticoduodenectomy but does not address multimodal analgesia guidelines specifically.","**ERAS Multimodal Analgesia Guidelines**

- **Core principle:** Opioid-sparing, multimodal approach combining non-opioid pharmacotherapy, regional anesthesia, and non-pharmacological interventions.
- **Components supported by retrieved evidence:**
  - **Preoperative patient education** — reduces opioid consumption (Doc 3, Doc 5 [weak]).
  - **Intraoperative regional block** — part of ERAS bundle for outpatient breast surgery (Doc 3).
  - **Nonopioid analgesics** — increased use of nonopioid agents on POD1-2 associated with noninferior pain control and improved compliance (Doc 4).
  - **Structured clinical pathways** — improve adherence to ERAS components without compromising analgesia (Doc 4).
- **Outcomes:** ERAS multimodal protocols reduce PACU and outpatient opioid consumption by ~41–55% (Doc 3, Doc 2 [chronic pain context]), with no increase in complications.
- **Evidence gaps:** No single optimal regimen identified; guidelines vary significantly on specific multimodal adjuncts and opioid dosing (Doc 5). Non-pharmacological interventions (e.g., education) are inconsistently included in guidelines (Doc 5).

**Conflict:** Doc 5 reports conflicting guideline recommendations on opioid doses and multimodal adjuncts; no consensus on personalized prescribing.

**Gap:** No retrieved evidence on ERAS multimodal analgesia for non-breast/spine surgeries, or specific dosing of nonopioid agents (e.g., acetaminophen, NSAIDs, gabapentinoids) within ERAS.

Used: Doc 3, Doc 4, Doc 5  
Not used: Doc 1 — labor analgesia PIEB study, not ERAS; Doc 2 — chronic pain clinic, not ERAS protocol"
CLIN-EVAL-18,Is telerehabilitation effective for post-COVID rehabilitation?,"**Answer:**

The retrieved documents do not directly address the effectiveness of telerehabilitation for **post-COVID rehabilitation**. They discuss telerehabilitation in the context of cardiac rehabilitation (Doc 1), general post-ICU/pulmonary rehabilitation principles for COVID-19 survivors (Doc 2), and telerehabilitation for orthopedic (Doc 3) and stroke (Docs 4, 5) populations.

- **Doc 2** is the most relevant, describing that post-COVID rehabilitation should be patient-centered and multidisciplinary, and can be initiated in the home environment with remote monitoring. However, it provides no evidence on the *effectiveness* of telerehabilitation for this population — it is a descriptive framework, not an efficacy study.
- **Doc 1** discusses cardiac telerehabilitation as an alternative to center-based CR, but does not study post-COVID patients specifically.
- **Docs 3–5** are for orthopedic and stroke populations, not post-COVID.

**Conclusion:** Based on the provided documents, there is **no direct evidence** to answer whether telerehabilitation is effective for post-COVID rehabilitation. The documents only suggest it is a plausible delivery model (Doc 2) and that telerehabilitation is effective in other conditions (cardiac, stroke, orthopedic), but extrapolation is not supported by the retrieved literature.

**Gap:** No retrieved evidence on the efficacy of telerehabilitation specifically for post-COVID rehabilitation.

Used: Doc2
Not used: Doc1, Doc3, Doc4, Doc5 — not relevant to post-COVID rehabilitation efficacy","**Answer:** The retrieved documents do not directly address telerehabilitation for post-COVID rehabilitation. Doc 3 discusses the *need* for personalized, multidisciplinary post-COVID rehabilitation programs but provides no evidence on the effectiveness of telerehabilitation for this population. The remaining documents (Doc 1, 2, 4, 5) cover telerehabilitation for stroke, cardiac, neck pain, and amputee populations, respectively — none are post-COVID.

**Gap:** No retrieved evidence on the effectiveness of telerehabilitation specifically for post-COVID rehabilitation.

Used: Doc3 — partially relevant (describes need for post-COVID rehab but no evidence on telerehabilitation effectiveness)
Not used: Doc1, Doc2, Doc4, Doc5 — not relevant to the query (different patient populations)"
CLIN-EVAL-20,Is closed-loop spinal cord stimulation more effective than conventional SCS?,"**Answer:**  
No direct comparative evidence between closed-loop and conventional SCS for pain outcomes was retrieved.  

- Doc 2 describes closed-loop SCS as “immature” and requiring further optimization; it uses EEG-based SVM classification to identify SCS-on vs SCS-off states, proposing this as a future basis for closed-loop regulation — but does not compare efficacy to conventional SCS.  
- Doc 4 reports closed-loop epidural electrical stimulation for motor recovery after spinal cord injury, not for pain, and not compared to conventional SCS.  
- Docs 1, 3, and 5 discuss conventional SCS waveforms (tonic, burst, HF) and salvage therapy, but do not address closed-loop SCS.  

**Gap:** No retrieved evidence directly comparing closed-loop SCS to conventional SCS for pain relief or any other clinical endpoint.

Used: Doc2, Doc4  
Not used: Doc1, Doc3, Doc5 — not relevant to the query (no closed-loop vs conventional comparison)","The retrieved documents do not directly compare closed-loop SCS to conventional (open-loop) SCS for clinical efficacy.

Doc 1 describes closed-loop SCS as ""immature"" and requiring ""further optimization,"" and uses EEG-based SVM models to identify SCS states, but does not report comparative efficacy outcomes between closed-loop and conventional SCS.

Doc 2, 3, 4, and 5 discuss conventional SCS, high-frequency SCS, salvage strategies, and surgical approaches (paddle vs. percutaneous), but none address closed-loop SCS.

**Gap:** No retrieved evidence directly compares the clinical effectiveness (e.g., pain relief, quality of life, adverse events) of closed-loop SCS versus conventional open-loop SCS.

Used: Doc1
Not used: Doc2, Doc3, Doc4, Doc5 — not relevant to the query"
CLIN-EVAL-21,What is the gate control theory of pain?,"The gate control theory of pain proposes that non-painful input (e.g., touch, vibration) closes a ""gate"" in the spinal cord, inhibiting the transmission of pain signals to the brain. This mechanism is the basis for transcutaneous electrical nerve stimulation (TENS), which delivers electrical stimulation to activate large-diameter afferent fibers and reduce pain perception.

Used: Doc2, Doc4
Not used: Doc1, Doc3, Doc5 — not relevant to the query","The gate control theory of pain proposes that a gating mechanism in the spinal dorsal horn modulates the transmission of nociceptive signals to the brain. Activity in large-diameter (Aβ) afferent fibers (e.g., touch, vibration) can ""close the gate"" and inhibit pain transmission, while activity in small-diameter (Aδ, C) fibers (nociception) ""opens the gate."" This theory provides the mechanistic basis for non-pharmacological interventions like TENS, which stimulates large fibers to close the gate.

Used: Doc4
Not used: Doc1, Doc2, Doc3, Doc5 — not relevant to the query"
CLIN-EVAL-23,What is the Barthel Index and how is it scored?,"**Barthel Index** is a 10-item ordinal scale measuring functional independence in basic activities of daily living (ADLs). It quantifies the level of assistance required for tasks such as feeding, bathing, grooming, dressing, bowel/bladder control, toileting, chair-to-bed transfer, mobility, and stair climbing.

**Scoring:**
- Total range: 0 (totally dependent) to 100 (fully independent).
- Each item is weighted (e.g., 0, 5, 10, or 15 points) based on the degree of independence.
- Higher scores indicate greater functional independence.
- A **Modified Barthel Index** and **Korean version of the modified Barthel Index** exist, but the core scoring structure is preserved.

**Clinical Interpretation:**
- Scores ≤ 60 indicate functional dependence (Doc 1).
- Used to track recovery (e.g., post-stroke: mean score 35.1 at discharge → 68.8 at 3 months; Doc 2).
- Prognostic value: chair-to-bed transfer dependency is an independent mortality risk factor (HR 2.957; Doc 1). Somatosensory and motor evoked potentials complement Barthel Index for stroke prognosis (Doc 5).

**Limitation:** Doc 1 suggests the Barthel Index may inadequately discriminate mortality risk; a proposed modification reclassifies chair-to-bed transfer dependency as severe dependence even if total score ≥ 40.

Used: Doc1, Doc2, Doc5
Not used: Doc3, Doc4 — not relevant to the query (Doc3 uses Modified Barthel Index but does not define or describe scoring; Doc4 is about schizophrenia/aphasia)","**Barthel Index (BI)** — a 10-item ordinal scale measuring performance in basic activities of daily living (ADLs). Total score 0–100 (or 0–20 in modified versions); higher = more independent.

**Scoring domains (standard 100-point version):**
- Feeding (0, 5, 10)
- Bathing (0, 5)
- Grooming (0, 5)
- Dressing (0, 5, 10)
- Bowels (0, 5, 10)
- Bladder (0, 5, 10)
- Toilet use (0, 5, 10)
- Transfers (bed to chair) (0, 5, 10, 15)
- Mobility (0, 5, 10, 15)
- Stairs (0, 5, 10)

Each item scored based on level of assistance required. Total score categories: 0–20 (total dependence), 21–60 (severe dependence), 61–90 (moderate dependence), 91–99 (slight dependence), 100 (independent).

**Key clinical notes from retrieved literature:**
- Chair-to-bed transfer item is a strong independent predictor of 3-year mortality (HR 2.96; sensitivity 0.91, specificity 0.83); proposed as a parallel screening test [Doc1].
- BI scores increase post-stroke from discharge (mean 35.1) to 3 months (mean 68.8); age and hemorrhagic stroke predict lower scores [Doc3].
- Modified Barthel Index used as outcome measure in restorative care and exercise interventions [Doc2, Doc4].

Used: Doc1, Doc3
Not used: Doc2, Doc4, Doc5 — not relevant to definition/scoring of the Barthel Index"
CLIN-EVAL-24,Is exercise effective for chronic low back pain?,"**Yes, exercise is effective for chronic low back pain (CLBP).**

- **Pain & disability:** Exercise reduces pain severity and disability, improves function and fitness, and decreases recurrence rates (Doc1).
- **Superiority of type:** No single exercise type is clearly superior. Core stability exercise may offer short-term advantages over conventional exercise for pain and function (Doc2), but other comparisons (Pilates vs. general/direction-specific/stabilization exercise; stabilization vs. flexion in spondylolisthesis) show no strong evidence for one over another (Doc3, Doc5).
- **Program characteristics:** Individually tailored, supervised programs yield best outcomes (Doc1). Adding manual therapy to exercise provides additional short-term pain and disability improvement over exercise alone (Doc4).
- **Certainty:** Evidence is strong overall, but specific comparisons are supported by low to very low certainty (Doc5).

**Gap:** No retrieved evidence on long-term comparative effectiveness or optimal dosing (type, time, intensity) for specific patient subgroups.

Used: Doc1, Doc2, Doc3, Doc4, Doc5
Not used: None — all documents contributed to the answer.","Yes. Exercise is effective for chronic low back pain (CLBP).

- **General effectiveness:** The evidence base for exercise in CLBP is strong (Doc 2). Exercise programs reduce pain and improve function (Doc 4).
- **Type of exercise:** No single exercise modality is clearly superior. Pilates, general exercise, direction-specific exercise, and spinal stabilization exercise show no strong evidence of superiority over one another (Doc 1). Core stability exercise may be more effective than conventional exercise for short-term pain and function, but long-term data are limited (Doc 3). Spine stabilization and flexion exercises produce similar changes in lumbar muscle thickness (Doc 4).
- **Combination therapy:** Adding manual therapy (e.g., spinal manipulation, massage) to exercise provides greater short-term improvements in pain and disability than exercise alone (Doc 2).

**Clinical implication:** Prescribe exercise, but tailor the specific type to patient preference and goals, as no one form is proven best. Consider adding manual therapy for short-term symptom relief.

Used: Doc1, Doc2, Doc3, Doc4
Not used: Doc5 — addresses epidural injections, not exercise therapy for CLBP."
CLIN-EVAL-26,Is telerehabilitation effective for stroke survivors?,"**Answer:**

- **Telerehabilitation is effective for improving ADLs** in stroke survivors (SMD 0.45; 95% CI 0.12–0.78) based on a meta-analysis of 14 RCTs (n=1,367). No significant effect on balance was found. [Doc1]
- **VR-based telerehabilitation** shows comparable outcomes to conventional in-person rehab for upper extremity function, balance, mobility, cognition, ADLs, and quality of life (9 RCTs, n=260). [Doc2]
- Evidence is derived from systematic reviews/meta-analyses; individual study quality was variable. [weak]
- **Gap:** No retrieved evidence on telerehabilitation’s effect on mortality, caregiver burden, or cost-effectiveness in stroke survivors.

Used: Doc1, Doc2
Not used: Doc3 — focuses on technology gaps in Southeast Asia, not effectiveness; Doc4 — addresses neck pain, not stroke; Doc5 — qualitative perspectives from rural Australia, not effectiveness outcomes.","**Answer:**

- **ADLs:** Telerehabilitation is effective for improving activities of daily living (ADLs) in stroke survivors (SMD 0.45; 95% CI 0.12–0.78) [Doc1].
- **Balance:** No significant effect on balance was found in meta-analysis [Doc1].
- **Upper extremity & balance (VR-based):** Virtual reality-based telerehabilitation shows comparable outcomes to conventional in-person rehabilitation for upper extremity function and balance [Doc2].
- **General efficacy:** Telerehabilitation is supported as an alternative or adjunct to in-person therapy, with high compliance, safety, and feasibility in home/inpatient settings [Doc4, Doc5].
- **Context:** Evidence is strongest for ADL improvement; balance benefit is not demonstrated. VR-based telerehabilitation is a viable alternative for upper extremity and balance recovery.

**Gap:** No retrieved evidence on telerehabilitation’s effect on long-term mortality, recurrent stroke, or caregiver burden.

Used: Doc1, Doc2, Doc4, Doc5
Not used: Doc3 — describes technology use in Southeast Asia but does not directly address effectiveness of telerehabilitation for stroke survivors."
CLIN-EVAL-27,How is complex regional pain syndrome managed?,"**First-line:** Intensive physiotherapy (desensitization, graded motor imagery), occupational therapy, and psychological support (CBT, pain reprocessing). Early diagnosis and multidisciplinary input are critical.

**Pharmacological:** Pain management tailored to neuropathic mechanisms; no specific drug class is uniformly superior.

**Interventional (refractory cases):**
- **Neuromodulation:** Dorsal root ganglion (DRG) stimulation or spinal cord stimulation (SCS) — effective in adolescents and adults failing conservative therapy. DRG stimulation via Transgrade approach shows 87% responder rate at 6 weeks, 66% at 18 months. Complications include lead migration (~5%) and pocket pain (~22%).
- **Plasmapheresis:** Consider in treatment-resistant patients with high-titre beta2 adrenergic receptor autoantibodies — case-level evidence only [weak].

**Psychological/self-management:** Explanation of mind-body relationship and neuroplasticity can lead to complete resolution in selected younger patients [weak].

**Pediatric-specific:** Early diagnosis is essential; treatment includes physiotherapy, electrical therapy, and psychological support to prevent functional and social impairment.

**Gap:** No retrieved evidence on first-line pharmacologic agents (e.g., gabapentinoids, bisphosphonates, corticosteroids) or comparative effectiveness of treatment modalities.

Used: Doc1, Doc2, Doc3, Doc4, Doc5
Not used: None — all documents contributed partially.","CRPS management is multimodal, stratified by severity, treatment response, and patient age.

- **First-line / conservative:**
  - Intensive physiotherapy and occupational therapy (functional restoration, desensitization)
  - Pain management (pharmacological, electrical therapy)
  - Psychological support / cognitive-behavioral therapy to address neuroplasticity and stress [Doc 1, Doc 3]
  - Early diagnosis and multidisciplinary referral improve outcomes [Doc 1, Doc 3]

- **Refractory cases (failed conservative therapy):**
  - **Neuromodulation:** Dorsal root ganglion stimulation or spinal cord stimulation (SCS) — evidence in adolescents with refractory CRPS Type I shows >50% pain reduction, functional improvement [Doc 4]. SCS also objectively reduces thermal hyperalgesia (loss of contact heat evoked potentials) [Doc 5].
  - **Plasmapheresis:** Consider in treatment-resistant patients with high-titre beta2 adrenergic receptor autoantibodies [Doc 2] — [weak] (case-level evidence only).

- **Pediatric-specific considerations:**
  - Early diagnosis is often missed; consider CRPS in children with limb pain, weakness, and autonomic signs [Doc 1].
  - Psychological therapy is critical to prevent impact on education, sports, and family life [Doc 1].
  - Simple mind-body explanation and self-management can lead to complete resolution in some younger patients [Doc 3].

**Gap:** No retrieved evidence on pharmacotherapy (e.g., bisphosphonates, gabapentinoids, corticosteroids, ketamine) or interventional injections (sympathetic blocks) for CRPS.

Used: Doc1, Doc2, Doc3, Doc4, Doc5
Not used: None — all documents contributed to the answer."
CLIN-EVAL-29,What are the rehabilitation recommendations for psoriatic arthritis?,"**Rehabilitation recommendations for psoriatic arthritis (PsA) are not addressed by the retrieved documents.**

The only document with any rehabilitation content is Doc 1, which describes a specific intervention (naphtalanotherapy + individually tailored physiotherapy) in a single Croatian center. This is insufficient to generate generalizable rehabilitation recommendations.

**Gap:** No retrieved evidence on standard rehabilitation recommendations (e.g., exercise type, intensity, frequency, physical therapy modalities, occupational therapy, or splinting) for PsA.

**Used:** Doc 1 (partial — describes one specific rehabilitation program but does not constitute general recommendations)
**Not used:** Doc 2, Doc 3, Doc 4, Doc 5 — not relevant to rehabilitation recommendations","**Rehabilitation recommendations for psoriatic arthritis (PsA):**

- **Multimodal rehabilitation** is standard for chronic rheumatic diseases, combining pharmacologic, physical/exercise, occupational, and psychological therapies (Doc 4).
- **Naphtalanotherapy (NT) + individually tailored physiotherapy (ITP)** significantly improves pain, stiffness, swelling, disease activity, skin condition, and quality of life in PsA/psoriasis patients. A 3-week program is more effective than 2 weeks (Doc 2).
- **Spa therapy** (radon) provides superior pain relief and reduced analgesic consumption in rheumatic diseases, though functional capacity benefit was not significant for inflammatory indications including RA/ankylosing spondylitis (Doc 4). Direct PsA-specific data for radon spa are absent.
- **No retrieved evidence** supports specific exercise type, dosing, or occupational therapy protocols for PsA.

**Gap:** No retrieved evidence on specific exercise prescriptions, dosing, or comparative effectiveness of physical/occupational therapy modalities for PsA.

Used: Doc2, Doc4
Not used: Doc1, Doc3, Doc5 — not relevant to rehabilitation recommendations for PsA"
