Query_ID,Query,Response A,Response B
CLIN-EVAL-16,Local hospital registry data on postoperative mobilisation practices,"The retrieved documents do not address postoperative mobilisation practices based on local hospital registry data. The documents cover early oral feeding after colorectal surgery (Doc 1), early mobilisation in mechanically ventilated ICU patients (Doc 2), acupressure for pain and mobilisation after caesarean section (Doc 3), TAP blocks for abdominal surgery pain (Doc 4), and ambulatory surgical centers (Doc 5). None of these provide local hospital registry data on postoperative mobilisation practices.","The retrieved documents do not contain local hospital registry data on postoperative mobilisation practices. Doc 2 discusses mobilisation distance after caesarean section in a clinical trial setting, but it does not provide registry data from a local hospital."
CLIN-EVAL-17,Does wearable sensor monitoring improve outcomes in post-surgical rehabilitation?,"Based on the retrieved documents, wearable sensor monitoring can improve outcomes in post-surgical rehabilitation. In total knee arthroplasty (TKA), wearable devices have demonstrated effectiveness in improving functional outcomes, return to function, pain management, and gait analysis, with combined use of apps and wearables improving adherence and mobility. For axillary surgery, clinician-guided, wearable-driven feedback significantly accelerated upper-limb recovery compared to no feedback.","Based on the retrieved documents, wearable sensor monitoring can improve outcomes in post-surgical rehabilitation. Specifically, in patients undergoing axillary surgery for breast cancer, clinician-guided, wearable-driven feedback significantly accelerated upper-limb recovery compared to no feedback or basic feedback (Doc 2). Additionally, a smartphone-based adjunct with wearable devices increased the completion rate of a cardiac rehabilitation program (Doc 3). However, the documents also note that in patients recovering from knee and hip arthroplasty, those receiving telerehabilitation with a fitness tracker reached their pre-operative physical activity level by week 7, with no further improvement by 3 months (Doc 4)."
CLIN-EVAL-18,New findings on exosome therapy for cartilage regeneration in osteoarthritis,"The retrieved documents do not address exosome therapy for cartilage regeneration in osteoarthritis. They discuss other treatments (aragonite-based implants, hydrogel scaffolds) and factors affecting cartilage thickness (hyperuricemia, age, BMI), but none mention exosome therapy.","The retrieved documents do not directly address new findings on exosome therapy for cartilage regeneration in osteoarthritis. While Doc 5 mentions that MSC-derived exosomes exhibit chondroprotective and anti-inflammatory effects, and Doc 4 discusses exosomes in the context of cartilage endplate degeneration, neither document provides specific new findings on exosome therapy for cartilage regeneration in osteoarthritis."
CLIN-EVAL-21,What recent literature describes outcomes of same-day discharge after outpatient spine procedures?,"The retrieved documents do not directly address outcomes of same-day discharge after outpatient spine procedures. They focus on topics such as ambulation protocols after lumbar fusion, pain management with wound catheters, inpatient physical therapy timing, and cost comparisons between hospital types, but none describe same-day discharge outcomes.","The retrieved documents do not directly address outcomes of same-day discharge after outpatient spine procedures. They discuss outpatient shoulder arthroplasty, inpatient physical therapy after lumbar fusion, truncal blocks in children, an ERAS pathway for oblique lumbar interbody fusion (which did not focus on same-day discharge), and peripheral nerve blocks for upper extremity surgery. None of these documents specifically report on same-day discharge outcomes for spine procedures."
CLIN-EVAL-22,What are the biomechanical principles underlying lumbar disc herniation?,"The retrieved documents do not address the biomechanical principles underlying lumbar disc herniation. They focus on treatment outcomes (osteopathic therapy, discectomy, fusion, postoperative exercise) and symptom profiles, but do not discuss the mechanical or biomechanical mechanisms of disc herniation.","The retrieved documents do not address the biomechanical principles underlying lumbar disc herniation. They focus on symptom profiles, treatment outcomes (exercise, osteopathy, epidural injections, and surgery), and patient demographics, but do not discuss the mechanical forces, loading conditions, or structural mechanisms that lead to disc herniation."
CLIN-EVAL-23,What cohort studies track functional decline in spinal deformity patients?,"The retrieved documents do not address this query. None of the documents describe cohort studies that track functional decline in spinal deformity patients. The documents cover topics such as scoliosis-specific exercises, return to activities after adult spinal deformity surgery, functional decline in heart failure patients, inpatient physical therapy after lumbar fusion, and spinal cord stimulation for spasticity, but none specifically track functional decline in a cohort of spinal deformity patients.","Based solely on the retrieved documents, one cohort study tracks functional decline in spinal deformity patients. Doc 3 describes a prospective cohort study of 144 adult spinal deformity (ASD) patients that assessed functional decline using the Oswestry Disability Index (ODI) and health-related quality of life (HRQOL) over a 6-month follow-up period."
CLIN-EVAL-25,What physiotherapy literature defines the principles of progressive overload?,"The retrieved documents do not define the principles of progressive overload in physiotherapy literature. None of the provided documents discuss progressive overload, training principles, or exercise progression.","The retrieved documents do not define the principles of progressive overload in physiotherapy literature. Doc 5 discusses strength training stimuli and mediators but does not explicitly mention ""progressive overload"" as a defined principle."
CLIN-EVAL-26,What are the defining studies on spinal cord anatomy relevant to surgical approaches?,"The retrieved documents do not directly address defining studies on spinal cord anatomy relevant to surgical approaches. They focus on clinical outcomes and complications of specific spinal procedures (e.g., spinal cord stimulation, hematoma evacuation, anterior vertebral body tethering) rather than foundational anatomical studies.","The retrieved documents do not directly address defining studies on spinal cord anatomy relevant to surgical approaches. Doc 2 discusses surface landmarks for anterior cervical spine surgery (e.g., hyoid bone for C3, thyroid cartilage for C4-C5), but it focuses on relational anatomy of the anterior neck rather than comprehensive spinal cord anatomy studies. The other documents cover spinal cord injury, rehabilitation, and robotic surgery, not foundational anatomical studies."
CLIN-EVAL-29,What do geriatric journals report on delirium risk after orthopaedic surgery?,"Based on the retrieved documents, geriatric journals report that impaired nutrition is a significant risk factor for subsyndromal delirium after joint replacement surgery, and that preoperative nutritional optimization may improve delirium prevention (Doc 1). One study found no association between preoperative cerebrospinal fluid cortisol levels and postoperative delirium in elderly hip fracture patients (Doc 2). The documents do not provide a broader summary of all geriatric journal reports on delirium risk after orthopaedic surgery.","Based on the retrieved documents, geriatric journals report that delirium is a common complication after orthopaedic surgery in elderly patients, with one study finding a 36% incidence after hip fracture repair. However, the documents do not identify a specific risk factor for delirium in this population; for example, one study found no association between preoperative cerebrospinal fluid cortisol levels and postoperative delirium in elderly hip fracture patients. Additionally, a trial on low-dose esketamine for total hip or knee arthroplasty found no reduction in delirium incidence."
CLIN-EVAL-30,What do consensus guidelines say about exercise contraindications in orthopaedic patients?,"The retrieved documents do not address exercise contraindications in orthopaedic patients. The documents discuss exercise in hemodialysis patients, hip arthrosis, lateral elbow tendinopathy, and intermittent claudication, but none provide consensus guidelines on contraindications for exercise in orthopaedic patients.","The retrieved documents do not provide consensus guidelines on exercise contraindications in orthopaedic patients. Doc 2 mentions ""contraindications for exercise"" as one of nine aspects from which evidence was extracted, but it specifically addresses resistance exercise in maintenance hemodialysis patients, not orthopaedic patients. No other document discusses exercise contraindications or consensus guidelines for orthopaedic patients."
